,Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
27,Jurong (West),2021,3,28,0.0,0.0,0.0,0.0,27.4,31.4,24.1,4.8,26.3
28,Jurong (West),2021,3,29,9.8,6.0,7.0,7.8,26.2,30.8,23.8,4.9,23.3
29,Jurong (West),2021,3,30,0.0,0.2,0.2,0.2,28.0,33.8,24.7,6.3,28.9
30,Jurong (West),2021,3,31,34.6,19.0,25.6,33.0,27.9,31.8,23.0,9.9,42.4
0,Jurong (West),2019,5,1,0.0,0.0,0.0,0.0,29.0,32.6,26.1,5.8,27.0
1,Jurong (West),2019,5,2,0.0,0.0,0.0,0.0,29.5,33.0,27.5,5.4,23.0
2,Jurong (West),2019,5,3,0.0,0.0,0.0,0.0,29.4,33.9,26.8,5.8,22.0
3,Jurong (West),2019,5,4,16.0,13.8,16.0,16.0,28.4,31.5,24.5,5.0,28.1
4,Jurong (West),2019,5,5,5.2,2.8,2.8,2.8,27.4,30.0,24.7,10.1,40.3
5,Jurong (West),2019,5,6,0.0,0.0,0.0,0.0,29.1,31.9,27.4,11.2,36.4
6,Jurong (West),2019,5,7,0.6,0.6,0.6,0.6,29.4,33.3,27.2,7.9,36.7
7,Jurong (West),2019,5,8,63.4,31.0,37.2,39.0,26.5,29.4,23.0,6.5,43.2
8,Jurong (West),2019,5,9,0.0,0.0,0.0,0.0,28.6,32.0,26.0,8.3,37.8
9,Jurong (West),2019,5,10,6.2,4.0,4.2,6.0,28.8,32.7,22.9,7.9,46.1
10,Jurong (West),2019,5,11,0.0,0.0,0.0,0.0,28.7,31.5,26.9,4.7,26.6
11,Jurong (West),2019,5,12,0.0,0.0,0.0,0.0,29.1,32.3,27.4,5.0,23.0
12,Jurong (West),2019,5,13,30.2,14.6,15.0,15.4,27.4,32.1,24.7,5.4,24.1
13,Jurong (West),2019,5,14,3.8,2.4,2.8,2.8,28.0,33.4,25.3,6.1,27.0
14,Jurong (West),2019,5,15,13.2,8.0,8.0,8.0,27.7,31.8,24.5,5.8,28.8
15,Jurong (West),2019,5,16,10.0,4.2,7.4,9.6,27.3,30.6,24.4,5.8,24.8
16,Jurong (West),2019,5,17,0.4,0.2,0.2,0.4,27.0,29.1,24.9,7.2,33.5
17,Jurong (West),2019,5,18,0.0,0.0,0.0,0.0,28.6,31.3,26.0,7.2,26.3
18,Jurong (West),2019,5,19,7.4,5.4,7.2,7.4,27.0,29.1,23.0,5.4,46.4
19,Jurong (West),2019,5,20,0.4,0.2,0.2,0.4,27.9,30.4,25.4,6.1,33.1
20,Jurong (West),2019,5,21,23.4,21.0,22.4,22.4,27.2,30.6,24.8,5.8,37.4
21,Jurong (West),2019,5,22,6.2,5.8,5.8,6.0,26.8,30.6,23.7,4.7,39.6
22,Jurong (West),2019,5,23,0.0,0.0,0.0,0.0,28.5,31.9,25.3,7.2,29.2
23,Jurong (West),2019,5,24,0.0,0.0,0.0,0.0,29.5,33.1,26.1,6.8,26.3
24,Jurong (West),2019,5,25,5.2,4.6,4.6,4.6,28.7,32.0,26.8,7.6,33.5
25,Jurong (West),2019,5,26,0.2,0.2,0.2,0.2,29.5,32.6,27.1,7.6,29.2
26,Jurong (West),2019,5,27,0.0,0.0,0.0,0.0,29.6,32.8,28.1,10.1,42.5
27,Jurong (West),2019,5,28,0.0,0.0,0.0,0.0,29.6,32.4,28.1,10.1,43.2
28,Jurong (West),2019,5,29,10.4,10.2,10.4,10.4,28.9,33.2,25.4,6.1,26.3
29,Jurong (West),2019,5,30,9.2,4.0,5.8,7.2,26.8,30.7,24.8,5.0,28.4
30,Jurong (West),2019,5,31,0.2,0.2,0.2,0.2,27.8,31.9,25.7,5.0,22.7
0,Jurong (West),2020,5,1,12.6,4.0,5.8,10.4,26.6,30.3,24.4,6.5,26.7
1,Jurong (West),2020,5,2,0.0,0.0,0.0,0.0,28.0,31.3,25.6,4.7,16.9
2,Jurong (West),2020,5,3,1.6,0.8,0.8,1.4,28.2,32.7,25.0,5.4,29.1
3,Jurong (West),2020,5,4,2.8,1.2,1.6,2.2,27.5,30.0,26.0,4.4,15.6
4,Jurong (West),2020,5,5,0.0,0.0,0.0,0.0,28.4,33.8,25.4,5.2,29.8
5,Jurong (West),2020,5,6,6.4,4.6,6.2,6.4,28.0,31.2,24.0,6.1,37.4
6,Jurong (West),2020,5,7,0.0,0.0,0.0,0.0,29.6,34.0,26.8,5.5,25.2
7,Jurong (West),2020,5,8,23.2,11.6,18.0,22.6,28.6,32.2,24.6,8.0,33.5
8,Jurong (West),2020,5,9,0.0,0.0,0.0,0.0,30.5,34.1,28.2,8.4,26.7
9,Jurong (West),2020,5,10,5.6,5.6,5.6,5.6,29.2,32.3,26.7,9.5,32.4
10,Jurong (West),2020,5,11,7.0,5.8,6.8,6.8,28.9,31.8,25.3,7.8,31.3
11,Jurong (West),2020,5,12,8.4,8.4,8.4,8.4,29.5,33.0,26.7,7.2,32.0
12,Jurong (West),2020,5,13,25.4,16.0,24.2,24.4,27.4,30.9,23.8,6.9,43.5
13,Jurong (West),2020,5,14,0.0,0.0,0.0,0.0,28.6,33.7,25.6,6.0,29.8
14,Jurong (West),2020,5,15,0.0,0.0,0.0,0.0,29.4,33.1,26.3,7.2,27.8
15,Jurong (West),2020,5,16,1.4,1.2,1.2,1.4,29.7,33.6,27.7,7.8,28.5
16,Jurong (West),2020,5,17,39.4,25.6,30.0,32.8,27.9,31.7,23.9,6.4,42.8
17,Jurong (West),2020,5,18,3.4,3.0,3.0,3.0,28.9,33.1,25.2,6.2,24.8
18,Jurong (West),2020,5,19,0.0,0.0,0.0,0.0,30.4,34.1,28.1,5.5,23.0
19,Jurong (West),2020,5,20,13.4,12.8,12.8,13.0,28.1,31.2,24.2,6.0,34.6
20,Jurong (West),2020,5,21,0.6,0.6,0.6,0.6,28.4,34.3,26.0,5.0,28.5
21,Jurong (West),2020,5,22,51.4,23.2,32.4,33.8,27.2,32.6,22.8,5.0,35.0
22,Jurong (West),2020,5,23,0.2,0.2,0.2,0.2,26.9,29.9,25.3,5.1,21.3
23,Jurong (West),2020,5,24,0.0,0.0,0.0,0.0,28.5,32.8,25.7,5.0,16.9
24,Jurong (West),2020,5,25,19.0,9.8,15.2,18.4,28.6,34.5,26.0,5.4,26.3
25,Jurong (West),2020,5,26,6.8,6.4,6.8,6.8,28.1,33.8,25.9,5.3,30.6
26,Jurong (West),2020,5,27,0.4,0.2,0.2,0.2,27.8,31.5,25.8,5.2,42.0
27,Jurong (West),2020,5,28,0.4,0.2,0.4,0.4,29.0,33.6,26.5,6.2,25.9
28,Jurong (West),2020,5,29,1.8,1.4,1.4,1.6,27.6,31.2,26.1,5.5,27.4
29,Jurong (West),2020,5,30,0.4,0.4,0.4,0.4,26.9,32.5,24.7,5.1,28.2
30,Jurong (West),2020,5,31,0.0,0.0,0.0,0.0,28.2,32.7,25.7,5.8,25.2
0,Jurong (West),2021,5,1,23.0,21.2,21.4,21.4,27.5,33.0,24.6,5.8,23.0
1,Jurong (West),2021,5,2,0.0,0.0,0.8,1.6,29.0,33.7,25.5,7.0,26.7
2,Jurong (West),2021,5,3,0.0,0.0,0.0,0.0,28.6,33.3,25.8,5.4,28.5
3,Jurong (West),2021,5,4,18.4,17.6,18.0,18.4,27.5,33.6,23.4,5.1,30.9
4,Jurong (West),2021,5,5,29.0,26.2,28.2,28.6,26.4,33.5,23.1,5.5,33.5
5,Jurong (West),2021,5,6,3.4,2.4,2.4,2.4,26.8,30.2,25.0,4.1,16.9
6,Jurong (West),2021,5,7,16.4,13.6,16.4,16.4,27.4,32.6,24.1,5.0,28.5
7,Jurong (West),2021,5,8,15.6,14.2,14.8,15.0,27.2,31.5,24.6,4.8,28.2
8,Jurong (West),2021,5,9,0.0,0.0,0.4,0.6,27.8,33.3,25.4,5.1,22.6
9,Jurong (West),2021,5,10,0.0,0.0,0.0,0.0,29.2,33.8,26.2,6.1,23.7
10,Jurong (West),2021,5,11,1.4,1.4,1.4,1.4,29.4,34.9,26.1,6.4,28.5
11,Jurong (West),2021,5,12,70.8,34.0,52.6,64.0,26.9,30.7,25.0,5.2,27.4
12,Jurong (West),2021,5,13,3.6,3.6,3.6,3.6,28.6,33.3,25.5,6.2,23.7
13,Jurong (West),2021,5,14,4.2,1.8,1.8,1.8,28.0,31.6,24.8,5.4,31.3
14,Jurong (West),2021,5,15,8.2,4.2,5.4,8.0,27.5,31.7,24.3,6.2,31.3
15,Jurong (West),2021,5,16,3.4,3.4,3.4,3.4,29.2,32.9,26.1,4.6,21.7
16,Jurong (West),2021,5,17,88.6,22.6,28.0,29.0,27.0,30.2,23.2,5.5,34.6
17,Jurong (West),2021,5,18,31.6,16.6,26.2,32.0,26.0,29.3,23.8,6.5,27.8
18,Jurong (West),2021,5,19,0.2,0.2,0.2,0.2,27.5,30.1,25.4,4.3,13.3
19,Jurong (West),2021,5,20,0.0,0.0,0.0,0.0,28.8,32.6,25.5,5.2,22.6
20,Jurong (West),2021,5,21,58.0,19.8,32.2,47.4,27.0,30.8,24.0,6.3,35.6
21,Jurong (West),2021,5,22,1.2,1.2,1.2,1.2,27.0,29.5,25.0,6.9,30.2
22,Jurong (West),2021,5,23,0.0,0.0,0.0,0.0,29.3,33.3,26.7,7.6,23.3
23,Jurong (West),2021,5,24,0.0,0.0,0.0,0.0,30.1,33.3,26.9,7.2,24.1
24,Jurong (West),2021,5,25,0.0,0.0,0.0,0.0,30.0,33.4,27.6,9.4,35.6
25,Jurong (West),2021,5,26,0.0,0.0,0.0,0.0,29.7,33.3,28.0,7.3,24.1
26,Jurong (West),2021,5,27,4.0,2.2,2.2,4.0,28.1,31.1,26.5,4.8,22.0
27,Jurong (West),2021,5,28,0.0,0.0,0.0,0.0,28.2,34.1,25.3,5.1,25.2
28,Jurong (West),2021,5,29,6.0,4.4,4.4,4.4,27.6,31.0,23.4,6.6,30.6
29,Jurong (West),2021,5,30,0.0,0.0,0.0,0.0,29.1,33.7,25.7,5.7,25.6
30,Jurong (West),2021,5,31,3.2,2.6,2.8,2.8,28.4,32.0,24.2,5.5,31.3
0,Jurong (West),2019,11,1,0.0,0.0,0.0,0.0,27.6,31.6,24.2,8.3,48.6
1,Jurong (West),2019,11,2,29.8,26.8,29.6,29.8,28.5,33.1,23.5,5.4,32.4
2,Jurong (West),2019,11,3,3.4,2.8,3.0,3.4,27.1,31.5,23.6,6.1,30.6
3,Jurong (West),2019,11,4,0.0,0.0,0.0,0.0,28.2,32.1,25.1,5.4,27.7
4,Jurong (West),2019,11,5,0.2,0.2,0.2,0.2,27.8,31.4,25.6,4.7,16.9
5,Jurong (West),2019,11,6,0.0,0.0,0.0,0.0,28.8,32.8,25.7,6.8,29.5
6,Jurong (West),2019,11,7,0.0,0.0,0.0,0.0,29.4,34.0,25.9,6.1,22.0
7,Jurong (West),2019,11,8,15.4,7.8,11.2,14.6,26.7,30.2,22.5,8.6,47.5
8,Jurong (West),2019,11,9,0.0,0.0,0.0,0.0,28.1,33.1,25.6,6.1,28.1
9,Jurong (West),2019,11,10,0.2,0.2,0.2,0.2,27.9,32.2,24.0,7.2,43.9
10,Jurong (West),2019,11,11,9.0,8.8,8.8,8.8,27.5,30.4,23.1,6.5,29.2
11,Jurong (West),2019,11,12,28.4,25.0,28.0,28.4,26.7,30.3,23.8,5.4,33.8
12,Jurong (West),2019,11,13,0.0,0.0,0.0,0.0,27.8,33.0,24.8,5.4,22.3
13,Jurong (West),2019,11,14,0.2,0.2,0.2,0.2,27.3,30.2,25.4,6.8,25.9
14,Jurong (West),2019,11,15,0.6,0.4,0.4,0.6,26.4,29.3,25.1,5.4,25.6
15,Jurong (West),2019,11,16,0.0,0.0,0.0,0.0,27.0,32.5,24.8,5.4,22.3
16,Jurong (West),2019,11,17,0.0,0.0,0.0,0.0,28.4,34.2,24.8,6.5,30.2
17,Jurong (West),2019,11,18,21.6,15.4,21.2,21.6,27.8,34.5,23.8,5.4,25.9
18,Jurong (West),2019,11,19,3.2,3.2,3.2,3.2,26.9,30.8,25.1,5.8,32.4
19,Jurong (West),2019,11,20,4.2,2.6,3.2,3.4,25.8,30.1,24.5,5.0,37.8
20,Jurong (West),2019,11,21,0.0,0.0,0.0,0.0,26.0,29.3,24.5,6.5,28.1
21,Jurong (West),2019,11,22,5.0,2.2,3.0,3.6,25.7,31.2,24.3,6.1,19.8
22,Jurong (West),2019,11,23,31.4,17.6,26.4,27.0,25.8,31.9,23.5,6.8,28.4
23,Jurong (West),2019,11,24,4.4,2.2,3.0,3.2,25.9,32.3,24.2,6.5,26.6
24,Jurong (West),2019,11,25,68.4,38.6,58.2,66.8,27.0,33.8,22.9,5.8,39.6
25,Jurong (West),2019,11,26,0.8,0.8,0.8,0.8,27.6,32.8,24.5,7.9,30.2
26,Jurong (West),2019,11,27,33.4,17.6,31.8,33.2,26.6,32.5,23.4,5.8,39.2
27,Jurong (West),2019,11,28,0.4,0.4,0.4,0.4,27.2,31.9,24.7,6.5,40.0
28,Jurong (West),2019,11,29,23.2,4.8,9.0,15.0,26.0,32.8,24.1,6.5,27.4
29,Jurong (West),2019,11,30,7.6,4.8,7.2,7.4,26.7,33.6,24.5,6.1,32.8
0,Jurong (West),2020,11,1,0.0,0.0,0.0,0.0,26.9,31.0,24.1,8.3,27.4
1,Jurong (West),2020,11,2,0.0,0.0,0.0,0.0,26.7,32.6,24.2,6.5,28.9
2,Jurong (West),2020,11,3,1.0,1.0,1.0,1.0,27.2,30.9,25.2,4.5,18.7
3,Jurong (West),2020,11,4,22.8,9.4,13.6,16.4,24.9,26.4,23.3,4.9,43.5
4,Jurong (West),2020,11,5,0.0,0.0,0.0,0.0,27.9,32.6,24.5,5.3,21.7
5,Jurong (West),2020,11,6,0.0,0.0,0.0,0.0,28.6,32.3,25.9,5.7,23.0
6,Jurong (West),2020,11,7,10.8,6.8,7.8,8.2,25.4,27.8,24.0,5.1,27.0
7,Jurong (West),2020,11,8,1.6,0.6,0.6,0.8,25.8,28.9,23.4,6.1,33.5
8,Jurong (West),2020,11,9,0.0,0.0,0.0,0.0,26.5,29.9,24.2,6.2,20.9
9,Jurong (West),2020,11,10,1.6,1.2,1.2,1.4,26.9,29.7,24.7,4.9,24.1
10,Jurong (West),2020,11,11,0.0,0.0,0.0,0.0,28.4,32.6,25.1,6.6,25.9
11,Jurong (West),2020,11,12,0.0,0.0,0.0,0.0,29.4,33.5,27.1,8.2,27.0
12,Jurong (West),2020,11,13,0.2,0.2,0.2,0.2,28.5,33.1,25.9,6.3,23.7
13,Jurong (West),2020,11,14,1.8,1.8,1.8,1.8,27.3,32.0,25.7,6.4,24.4
14,Jurong (West),2020,11,15,38.0,23.0,25.6,25.8,26.5,32.7,22.8,6.5,32.0
15,Jurong (West),2020,11,16,4.8,2.2,3.2,4.4,27.5,32.4,24.5,8.0,30.2
16,Jurong (West),2020,11,17,18.0,17.0,18.0,18.0,26.2,31.8,23.5,5.2,33.5
17,Jurong (West),2020,11,18,0.0,0.0,0.0,0.0,27.7,33.4,24.4,5.2,20.9
18,Jurong (West),2020,11,19,23.2,15.0,22.0,23.2,26.8,31.2,24.1,5.0,35.0
19,Jurong (West),2020,11,20,49.2,45.4,49.0,49.0,26.5,32.0,23.6,5.6,45.7
20,Jurong (West),2020,11,21,11.8,3.2,5.6,8.2,25.8,30.9,23.5,5.7,29.4
21,Jurong (West),2020,11,22,16.2,10.8,11.4,12.4,25.6,30.9,23.8,6.5,30.9
22,Jurong (West),2020,11,23,9.8,6.0,6.8,9.6,25.1,29.3,23.4,5.4,26.3
23,Jurong (West),2020,11,24,0.0,0.0,0.0,0.0,25.0,28.3,23.8,5.1,20.6
24,Jurong (West),2020,11,25,8.6,5.8,8.2,8.6,25.8,30.1,23.5,5.4,19.1
25,Jurong (West),2020,11,26,5.6,4.0,4.2,5.0,25.5,27.6,24.2,5.0,16.1
26,Jurong (West),2020,11,27,1.2,1.0,1.0,1.0,27.0,31.1,24.7,5.3,20.2
27,Jurong (West),2020,11,28,0.8,0.8,0.8,0.8,25.7,28.1,22.6,5.5,35.2
28,Jurong (West),2020,11,29,0.0,0.0,0.0,0.0,27.1,31.1,24.2,5.7,21.7
29,Jurong (West),2020,11,30,3.8,3.8,3.8,3.8,27.2,31.2,25.4,5.5,22.0
0,Jurong (West),2021,11,1,23.0,21.4,22.2,23.0,25.8,30.6,22.5,5.7,38.5
1,Jurong (West),2021,11,2,15.6,6.8,10.6,13.4,25.3,30.5,23.2,6.7,34.6
2,Jurong (West),2021,11,3,6.4,2.6,4.6,5.6,26.1,30.2,23.9,5.7,20.2
3,Jurong (West),2021,11,4,14.8,11.0,14.0,14.2,26.7,31.9,24.2,6.2,25.2
4,Jurong (West),2021,11,5,2.0,0.8,1.2,1.8,26.4,31.3,24.1,6.4,25.9
5,Jurong (West),2021,11,6,0.2,0.2,0.2,0.2,27.9,32.0,24.5,5.0,20.9
6,Jurong (West),2021,11,7,7.6,6.4,6.4,7.6,27.3,31.0,25.7,5.0,23.7
7,Jurong (West),2021,11,8,0.0,0.0,0.0,0.0,27.1,29.6,24.8,4.9,24.4
8,Jurong (West),2021,11,9,32.6,25.8,30.0,30.8,26.5,33.2,22.9,6.6,47.2
9,Jurong (West),2021,11,10,13.0,5.6,7.8,10.2,25.3,28.6,23.0,10.1,38.9
10,Jurong (West),2021,11,11,0.4,0.2,0.2,0.2,27.0,29.7,24.0,11.0,44.6
11,Jurong (West),2021,11,12,2.6,1.8,2.2,2.4,26.8,30.2,23.1,8.7,35.0
12,Jurong (West),2021,11,13,7.6,5.8,6.2,6.8,26.4,28.7,22.5,6.7,58.3
13,Jurong (West),2021,11,14,0.0,0.0,0.0,0.0,28.1,32.5,24.6,6.5,23.7
14,Jurong (West),2021,11,15,0.0,0.0,0.0,0.0,27.6,30.9,26.1,6.4,27.0
15,Jurong (West),2021,11,16,0.4,0.4,0.4,0.4,28.3,33.4,25.2,5.0,21.3
16,Jurong (West),2021,11,17,0.0,0.0,0.0,0.0,27.7,31.2,25.5,6.0,35.6
17,Jurong (West),2021,11,18,28.6,14.8,22.8,25.2,26.1,29.5,22.7,6.0,28.2
18,Jurong (West),2021,11,19,0.0,0.0,0.0,0.0,27.6,30.3,25.0,6.5,25.9
19,Jurong (West),2021,11,20,14.8,12.0,12.0,13.0,26.1,28.6,22.5,5.8,38.9
20,Jurong (West),2021,11,21,0.0,0.0,0.0,0.0,27.8,33.3,25.4,5.9,31.7
21,Jurong (West),2021,11,22,4.2,3.6,4.2,4.2,27.8,31.6,24.3,7.0,25.2
22,Jurong (West),2021,11,23,12.8,10.6,11.6,12.2,26.4,31.1,24.5,4.9,23.0
23,Jurong (West),2021,11,24,6.2,2.2,3.4,4.6,25.4,26.2,24.4,4.1,19.1
24,Jurong (West),2021,11,25,0.2,0.2,0.2,0.2,27.5,32.5,24.3,4.9,18.7
25,Jurong (West),2021,11,26,0.0,0.0,0.0,0.0,27.0,30.3,24.3,8.7,34.3
26,Jurong (West),2021,11,27,0.8,0.6,0.8,0.8,27.4,32.3,24.8,6.6,29.4
27,Jurong (West),2021,11,28,0.0,0.0,0.0,0.0,27.4,29.8,25.2,6.8,24.8
28,Jurong (West),2021,11,29,0.0,0.0,0.0,0.0,28.1,31.5,24.7,10.5,38.9
29,Jurong (West),2021,11,30,0.0,0.0,0.0,0.0,29.2,32.7,26.0,7.4,28.5
0,Jurong (West),2019,10,1,0.8,0.8,0.8,0.8,26.7,30.2,24.5,5.0,29.5
1,Jurong (West),2019,10,2,1.6,0.6,1.2,1.6,26.1,31.6,23.2,6.1,28.8
2,Jurong (West),2019,10,3,0.2,0.2,0.2,0.2,26.8,30.8,23.2,5.8,25.9
3,Jurong (West),2019,10,4,3.6,2.8,3.0,3.0,27.1,30.9,24.7,5.8,23.8
4,Jurong (West),2019,10,5,0.0,0.0,0.0,0.0,28.1,33.1,23.9,7.9,46.4
5,Jurong (West),2019,10,6,0.0,0.0,0.0,0.0,27.8,33.0,24.1,6.5,29.5
6,Jurong (West),2019,10,7,2.0,1.6,1.8,1.8,26.9,33.4,24.7,5.0,31.3
7,Jurong (West),2019,10,8,2.8,1.6,1.6,2.8,26.6,31.4,24.4,5.0,25.2
8,Jurong (West),2019,10,9,32.4,29.8,32.4,32.4,26.6,30.0,23.3,5.0,38.2
9,Jurong (West),2019,10,10,21.8,20.8,20.8,21.6,26.4,31.9,23.6,5.0,29.5
10,Jurong (West),2019,10,11,0.0,0.0,0.0,0.0,27.9,33.3,23.9,5.8,32.0
11,Jurong (West),2019,10,12,10.8,5.2,8.8,9.2,27.2,32.5,24.5,5.0,31.7
12,Jurong (West),2019,10,13,17.0,11.4,13.0,13.0,27.4,33.6,23.6,5.8,33.1
13,Jurong (West),2019,10,14,0.0,0.0,0.0,0.0,28.1,34.1,24.8,6.1,30.6
14,Jurong (West),2019,10,15,5.8,2.8,4.8,5.8,27.2,31.3,24.7,5.0,24.8
15,Jurong (West),2019,10,16,7.4,4.8,7.2,7.4,28.0,33.0,25.1,5.8,25.6
16,Jurong (West),2019,10,17,12.0,9.6,10.2,12.0,26.8,32.8,23.7,5.0,38.9
17,Jurong (West),2019,10,18,5.6,4.4,4.8,5.0,26.9,29.6,24.8,5.8,23.8
18,Jurong (West),2019,10,19,0.0,0.0,0.0,0.0,28.0,33.0,25.0,6.5,34.9
19,Jurong (West),2019,10,20,3.6,3.4,3.4,3.4,27.9,32.5,25.0,6.8,31.0
20,Jurong (West),2019,10,21,7.4,3.4,3.4,5.0,27.3,33.6,23.7,4.3,36.0
21,Jurong (West),2019,10,22,26.0,12.0,13.4,14.4,24.9,26.6,23.4,5.8,28.4
22,Jurong (West),2019,10,23,0.6,0.2,0.4,0.4,26.8,32.1,23.6,5.4,24.5
23,Jurong (West),2019,10,24,0.0,0.0,0.0,0.0,27.6,31.6,24.9,5.4,27.7
24,Jurong (West),2019,10,25,16.0,16.0,16.0,16.0,27.5,33.1,23.4,6.8,46.4
25,Jurong (West),2019,10,26,7.4,5.6,6.6,7.4,26.3,33.5,24.2,4.7,23.4
26,Jurong (West),2019,10,27,2.4,1.4,1.6,1.8,26.5,33.8,23.7,6.5,27.4
27,Jurong (West),2019,10,28,0.0,0.0,0.0,0.0,26.4,30.1,24.4,6.5,24.5
28,Jurong (West),2019,10,29,0.0,0.0,0.0,0.0,27.9,32.9,25.0,6.1,26.6
29,Jurong (West),2019,10,30,0.0,0.0,0.0,0.0,27.6,31.1,25.1,6.5,35.3
30,Jurong (West),2019,10,31,0.0,0.0,0.0,0.0,27.4,31.3,25.0,6.1,32.8
0,Jurong (West),2020,10,1,11.6,7.6,10.4,10.6,26.4,28.1,23.7,5.3,25.6
1,Jurong (West),2020,10,2,43.4,26.4,33.6,43.0,27.0,31.0,22.7,6.5,26.7
2,Jurong (West),2020,10,3,6.8,6.4,31.0,44.4,27.1,31.6,23.2,10.3,35.9
3,Jurong (West),2020,10,4,0.0,0.0,0.0,0.0,28.3,30.2,26.5,6.4,24.1
4,Jurong (West),2020,10,5,0.0,0.0,0.0,0.0,28.4,32.4,26.0,6.2,26.3
5,Jurong (West),2020,10,6,0.0,0.0,0.0,0.0,28.3,31.5,25.8,7.6,27.0
6,Jurong (West),2020,10,7,13.2,11.2,12.4,12.4,27.1,31.4,23.8,8.5,43.2
7,Jurong (West),2020,10,8,22.2,10.0,11.8,12.6,26.2,30.4,24.1,10.3,39.6
8,Jurong (West),2020,10,9,0.0,0.0,0.0,0.0,27.5,29.0,26.3,7.8,27.4
9,Jurong (West),2020,10,10,9.0,7.2,7.4,8.6,27.5,29.5,23.5,7.4,41.1
10,Jurong (West),2020,10,11,9.2,3.8,4.8,8.6,27.3,30.5,23.4,8.6,41.1
11,Jurong (West),2020,10,12,0.0,0.0,0.0,0.0,28.0,30.2,26.1,12.0,48.5
12,Jurong (West),2020,10,13,0.0,0.0,0.0,0.0,28.8,31.7,26.2,7.8,34.3
13,Jurong (West),2020,10,14,8.8,7.6,8.4,8.8,28.4,31.4,23.2,8.2,46.5
14,Jurong (West),2020,10,15,1.2,0.6,1.0,1.0,28.2,32.2,24.3,8.9,31.3
15,Jurong (West),2020,10,16,1.2,1.2,1.2,1.2,28.9,33.1,24.5,8.5,41.9
16,Jurong (West),2020,10,17,0.0,0.0,0.0,0.0,29.6,32.5,27.5,7.4,23.7
17,Jurong (West),2020,10,18,8.0,7.8,8.0,8.0,28.2,32.1,22.9,7.1,30.2
18,Jurong (West),2020,10,19,0.0,0.0,0.0,0.0,28.5,32.0,24.5,7.0,40.7
19,Jurong (West),2020,10,20,0.0,0.0,0.0,0.0,27.0,30.4,26.0,5.1,29.8
20,Jurong (West),2020,10,21,0.2,0.2,0.2,0.2,28.3,32.5,25.1,6.4,27.8
21,Jurong (West),2020,10,22,22.4,7.6,14.6,17.8,26.3,29.4,23.3,11.0,42.8
22,Jurong (West),2020,10,23,0.0,0.0,0.0,0.0,28.0,30.8,26.1,6.5,22.0
23,Jurong (West),2020,10,24,5.4,3.2,3.2,5.0,27.3,30.0,24.5,4.9,34.3
24,Jurong (West),2020,10,25,5.8,4.0,4.0,5.4,27.4,30.9,22.7,7.5,43.2
25,Jurong (West),2020,10,26,0.2,0.2,0.2,0.2,27.0,29.2,24.2,6.4,28.5
26,Jurong (West),2020,10,27,0.0,0.0,0.0,0.0,29.0,32.1,26.1,7.5,36.7
27,Jurong (West),2020,10,28,2.8,2.4,2.4,2.4,27.7,29.6,24.9,5.2,30.2
28,Jurong (West),2020,10,29,0.0,0.0,0.0,0.0,28.2,31.1,25.5,6.9,29.1
29,Jurong (West),2020,10,30,0.0,0.0,0.0,0.0,28.3,32.0,24.9,5.9,21.3
30,Jurong (West),2020,10,31,42.8,25.8,27.0,39.8,26.9,32.7,22.9,5.8,42.8
0,Jurong (West),2021,10,1,21.2,4.0,6.4,10.6,26.8,30.6,23.3,9.6,52.2
1,Jurong (West),2021,10,2,7.0,6.8,7.2,7.6,26.1,29.2,22.7,6.5,28.5
2,Jurong (West),2021,10,3,0.0,0.0,0.0,0.0,27.5,32.5,24.6,4.8,18.3
3,Jurong (West),2021,10,4,0.0,0.0,0.0,0.0,28.7,33.1,25.3,5.0,23.0
4,Jurong (West),2021,10,5,0.8,0.6,0.8,0.8,27.0,28.1,22.4,7.3,56.1
5,Jurong (West),2021,10,6,0.0,0.0,0.0,0.0,28.4,31.6,25.8,10.8,36.3
6,Jurong (West),2021,10,7,0.0,0.0,0.0,0.0,28.2,31.6,25.6,11.7,38.2
7,Jurong (West),2021,10,8,0.0,0.0,0.0,0.0,29.7,33.9,27.0,8.4,26.7
8,Jurong (West),2021,10,9,0.0,0.0,0.0,0.0,29.9,33.1,27.9,9.7,31.7
9,Jurong (West),2021,10,10,17.4,15.2,17.4,17.4,27.8,31.4,23.3,7.8,42.8
10,Jurong (West),2021,10,11,0.0,0.0,0.0,0.0,29.3,32.9,25.9,8.3,28.9
11,Jurong (West),2021,10,12,0.0,0.0,0.0,0.0,29.7,32.9,28.4,6.6,27.0
12,Jurong (West),2021,10,13,0.0,0.0,0.0,0.0,29.6,33.4,27.2,8.4,30.9
13,Jurong (West),2021,10,14,0.0,0.0,0.0,0.0,29.6,32.2,27.9,9.9,30.6
14,Jurong (West),2021,10,15,0.0,0.0,0.0,0.0,29.7,33.3,24.0,9.3,58.0
15,Jurong (West),2021,10,16,0.0,0.0,0.0,0.0,29.7,33.2,28.0,7.0,27.4
16,Jurong (West),2021,10,17,17.2,12.2,12.6,12.6,26.7,31.1,23.9,4.7,30.6
